Algorithm,Baseline,originalTitle,originalCategory,Arts,Humanities,Technology,Health,Law,Education,Entertainment,Business,Science,Mathematics,World,Society,Language,Life,Nature,Sports,Politics,Religion,Philosophy,People,Concepts,History,Events,Universe,Reference,Geography,Culture
LSI,BigBaseline02,Lyrical abstraction,Arts,0.8486791253089905,0.5868144631385803,0.13655555248260498,0.09395405650138855,0.08212167024612427,0.09704676270484924,0.2754552960395813,0.11122983694076538,0.1670806109905243,0.23835453391075134,0.09951075911521912,0.21672780811786652,0.15198495984077454,0.15540295839309692,0.1269380748271942,0.052257224917411804,0.0869533121585846,0.14229094982147217,0.19117668271064758,0.20407553017139435,0.17351502180099487,0.1688109189271927,0.14816084504127502,0.05447130650281906,0.08668989688158035,0.12226583063602448,0.29042792320251465
LSI,BigBaseline02,Musicology,Arts,0.7794576287269592,0.7768549919128418,0.3340378403663635,0.2854820489883423,0.3845771253108978,0.5495679378509521,0.5223138928413391,0.298703134059906,0.4291002154350281,0.14063510298728943,0.21789973974227905,0.6086129546165466,0.42255741357803345,0.3432057499885559,0.19949260354042053,0.22656375169754028,0.2617374658584595,0.33736488223075867,0.3695206642150879,0.5026687383651733,0.3103325664997101,0.5104226469993591,0.3165808320045471,0.08090125769376755,0.20793496072292328,0.25322219729423523,0.7968329787254333
LSI,BigBaseline02,Opus signinum,Arts,0.3242970108985901,0.05587783455848694,0.1758379340171814,0.07607410848140717,0.02993418276309967,0.064751535654068,0.09633031487464905,0.09702189266681671,0.24370594322681427,0.5612728595733643,0.13596409559249878,0.08139169216156006,0.03413072228431702,0.10013671219348907,0.3029608428478241,0.06268218159675598,0.05425168573856354,0.08053410053253174,0.058747924864292145,0.09844263643026352,0.1425616592168808,0.17728595435619354,0.13055364787578583,0.11056166887283325,0.07860207557678223,0.7785640954971313,0.12812787294387817
LSI,BigBaseline02,Physioplastic art,Arts,0.5079836249351501,0.5307285785675049,0.19742757081985474,0.1682462841272354,0.1694640964269638,0.18717898428440094,0.1751135289669037,0.23001080751419067,0.32528507709503174,0.4126012921333313,0.19925090670585632,0.2500636577606201,0.41374531388282776,0.22853395342826843,0.2385907769203186,0.042530082166194916,0.12477397918701172,0.1858513057231903,0.7031082510948181,0.17009320855140686,0.6501789093017578,0.21604250371456146,0.1524829864501953,0.23060667514801025,0.14164704084396362,0.15649408102035522,0.32803934812545776
LSI,BigBaseline02,Post-postmodernism,Arts,0.6250651478767395,0.6896269917488098,0.44723907113075256,0.3767091631889343,0.47550615668296814,0.3389465808868408,0.48008477687835693,0.3836011290550232,0.6580941081047058,0.1939220428466797,0.38682812452316284,0.7428562641143799,0.39624539017677307,0.4732265770435333,0.31322863698005676,0.1538594365119934,0.5744205117225647,0.6081820130348206,0.5191056132316589,0.5114602446556091,0.5107699036598206,0.6072384119033813,0.41593000292778015,0.1335667371749878,0.4968497157096863,0.3478352725505829,0.787040114402771
LSI,BigBaseline02,Range-finder painting,Arts,0.6054867506027222,0.5806830525398254,0.6324651837348938,0.3946400284767151,0.34675782918930054,0.4020231068134308,0.5571321845054626,0.36414310336112976,0.6568445563316345,0.13555245101451874,0.5910778641700745,0.7326968312263489,0.29165318608283997,0.41554152965545654,0.4395887851715088,0.35765331983566284,0.41043195128440857,0.41936370730400085,0.30445900559425354,0.5812005996704102,0.3308883309364319,0.63325434923172,0.722815752029419,0.17772206664085388,0.23268376290798187,0.5398144125938416,0.6236262321472168
LSI,BigBaseline02,Sheela na gig,Arts,0.7461300492286682,0.8839748501777649,0.3102642297744751,0.279367595911026,0.2680457532405853,0.21845535933971405,0.44567978382110596,0.18204881250858307,0.28385233879089355,0.10073307156562805,0.1831044852733612,0.5570131540298462,0.3068457841873169,0.36029013991355896,0.22142739593982697,0.11245295405387878,0.2648701071739197,0.5406303405761719,0.3312242329120636,0.4160068929195404,0.22353699803352356,0.3845413029193878,0.25935283303260803,0.07541264593601227,0.19167648255825043,0.20332284271717072,0.5563704967498779
LSI,BigBaseline02,Studio,Arts,0.7072544097900391,0.4156467914581299,0.5007598400115967,0.15385781228542328,0.155312180519104,0.24354073405265808,0.8492566347122192,0.28273651003837585,0.29800355434417725,0.08054208755493164,0.2570948600769043,0.3089902102947235,0.1426716446876526,0.327690064907074,0.16242116689682007,0.17229944467544556,0.13309404253959656,0.1526414453983307,0.13506996631622314,0.2842073440551758,0.15521842241287231,0.2632986903190613,0.40047430992126465,0.06251586973667145,0.12526017427444458,0.24451544880867004,0.5137349963188171
LSI,BigBaseline02,Te Waka Toi awards,Arts,0.10305752605199814,0.04015852510929108,0.04959219694137573,0.007335022,0.006871610879898071,0.0023896396,0.8098204731941223,0.014958325773477554,0.017749883234500885,0.010179327800869942,0.01631023921072483,0.00689639151096344,0.019097675,0.039330244064331055,0.009070044383406639,0.05301403999328613,0.001580917276442051,0.034049488604068756,0.03704597055912018,0.10187069326639175,0.009078647941350937,0.004806162789463997,0.06961636245250702,0.0019169673323631287,0.004557400941848755,0.039191409945487976,0.054031163454055786
LSI,BigBaseline02,Theatre Journal,Arts,0.4194294214248657,0.8342545032501221,0.18240518867969513,0.16167813539505005,0.17781904339790344,0.2067400962114334,0.7674483060836792,0.185928076505661,0.201768159866333,0.06361817568540573,0.20208188891410828,0.49932026863098145,0.17066964507102966,0.21065008640289307,0.09380040317773819,0.0995919480919838,0.18021869659423828,0.16163933277130127,0.1454436331987381,0.2974792718887329,0.14025236666202545,0.2948134243488312,0.2729714512825012,0.0305270254611969,0.1157553568482399,0.14018048346042633,0.4796231687068939
LSI,BigBaseline02,ToryBoy The Movie,Arts,0.36843088269233704,0.5734631419181824,0.36859390139579773,0.27655115723609924,0.39669716358184814,0.2432309240102768,0.4264225661754608,0.3356229066848755,0.3060659170150757,0.08367083966732025,0.40492814779281616,0.591118574142456,0.1997607797384262,0.27992239594459534,0.17635901272296906,0.2029007077217102,0.9372222423553467,0.26112258434295654,0.23391103744506836,0.3726010024547577,0.31714481115341187,0.4743972420692444,0.3646472096443176,0.07708942890167236,0.17414066195487976,0.28754380345344543,0.4521884620189667
LSI,BigBaseline02,Vedette (cabaret),Arts,0.694353461265564,0.6531254649162292,0.2911665141582489,0.21634678542613983,0.17670279741287231,0.2521972358226776,0.9373456239700317,0.22279945015907288,0.3117598295211792,0.0936117023229599,0.25482696294784546,0.5021668672561646,0.17328475415706635,0.3342503309249878,0.20073160529136658,0.2653416097164154,0.26651740074157715,0.27700135111808777,0.21637487411499023,0.39515745639801025,0.18632954359054565,0.36211496591567993,0.3955552577972412,0.08444851636886597,0.16899341344833374,0.25694480538368225,0.5618536472320557
LSI,BigBaseline02,Women surrealists,Arts,0.7801711559295654,0.5537638068199158,0.06258709728717804,0.05263341963291168,0.017893053591251373,0.03368663787841797,0.18478503823280334,0.043215736746788025,0.15318328142166138,0.06771157681941986,0.017962366342544556,0.1442836970090866,0.0970906913280487,0.10381931066513062,0.08304674923419952,0.01382574811577797,0.06205849349498749,0.08429121226072311,0.07407859712839127,0.14700688421726227,0.05813029408454895,0.07650771737098694,0.08162162452936172,0.01605420932173729,0.05422069877386093,0.04526346176862717,0.3495464622974396
LSI,BigBaseline02,Antwerp school,Arts,0.9036740064620972,0.5596060156822205,0.16039344668388367,0.10994178056716919,0.10986537486314774,0.10670870542526245,0.25736236572265625,0.1488480120897293,0.16612622141838074,0.08984369784593582,0.17835092544555664,0.33415332436561584,0.12076948583126068,0.17956170439720154,0.12382147461175919,0.06976231932640076,0.18840765953063965,0.24804139137268066,0.16935202479362488,0.3105880320072174,0.10919182747602463,0.29628264904022217,0.19173114001750946,0.03173481673002243,0.10374771058559418,0.16058966517448425,0.30982157588005066
LSI,BigBaseline02,Art &amp; Language,Arts,0.7990356683731079,0.6665043830871582,0.41400861740112305,0.28149473667144775,0.30915552377700806,0.46191155910491943,0.49298903346061707,0.3556578755378723,0.4652020037174225,0.5518723130226135,0.30161038041114807,0.6123250722885132,0.3374737501144409,0.32446637749671936,0.3011206388473511,0.20221346616744995,0.3162708580493927,0.3187529146671295,0.32168588042259216,0.4349735677242279,0.32154619693756104,0.5236858129501343,0.4607588052749634,0.07294927537441254,0.2209673672914505,0.32960888743400574,0.6303675174713135
LSI,BigBaseline02,Artistic tone,Arts,0.524735689163208,0.5232696533203125,0.31430134177207947,0.20301249623298645,0.10660228878259659,0.20031479001045227,0.47692322731018066,0.15568605065345764,0.23639115691184998,0.263847678899765,0.09657121449708939,0.3853302001953125,0.8031567335128784,0.25945186614990234,0.132565438747406,0.172868549823761,0.2593262195587158,0.198984295129776,0.18657422065734863,0.28279441595077515,0.3927178978919983,0.2301430106163025,0.17213815450668335,0.03617784380912781,0.18354220688343048,0.15530909597873688,0.6381418704986572
LSI,BigBaseline02,California Resale Royalty Act,Arts,0.3543127775192261,0.4529288113117218,0.275144100189209,0.25145310163497925,0.9467558264732361,0.2719484269618988,0.2910139858722687,0.5948705077171326,0.28119558095932007,0.08912075310945511,0.2618725001811981,0.5325509905815125,0.1641254723072052,0.20579363405704498,0.1324305236339569,0.17436720430850983,0.39783525466918945,0.2784136235713959,0.22565196454524994,0.4188135862350464,0.394832044839859,0.3143681585788727,0.2993905246257782,0.06943755596876144,0.14693798124790192,0.21183206140995026,0.32343465089797974
LSI,BigBaseline02,Fairy tale,Arts,0.9416185617446899,0.6551513671875,0.23922216892242432,0.1857294887304306,0.18353407084941864,0.19335776567459106,0.5436379909515381,0.17363247275352478,0.33156129717826843,0.09677895903587341,0.15514346957206726,0.4293999969959259,0.24547079205513,0.32706257700920105,0.24509906768798828,0.1129256933927536,0.17542032897472382,0.30626988410949707,0.22450709342956543,0.4886647164821625,0.2146027833223343,0.36829814314842224,0.2973710596561432,0.06596280634403229,0.16624903678894043,0.19670701026916504,0.6160615682601929
LSI,BigBaseline02,Fasting spittle,Arts,0.3602379262447357,0.2824948728084564,0.20933882892131805,0.5560957193374634,0.12588347494602203,0.16631938517093658,0.29021894931793213,0.2318166047334671,0.7602053880691528,0.10680752992630005,0.20065151154994965,0.3003554940223694,0.2422637641429901,0.4258761405944824,0.2725854218006134,0.12306619435548782,0.1400396078824997,0.32834091782569885,0.3503800332546234,0.28760021924972534,0.32620081305503845,0.2184542864561081,0.27434974908828735,0.10243036597967148,0.16393107175827026,0.18923021852970123,0.6295205354690552
LSI,BigBaseline02,Folk art,Arts,0.9497068524360657,0.5139023661613464,0.21975748240947723,0.16332289576530457,0.14021681249141693,0.2770496606826782,0.31882405281066895,0.17520837485790253,0.29478269815444946,0.11156995594501495,0.14346875250339508,0.3401305079460144,0.20734257996082306,0.22070758044719696,0.2527405321598053,0.11102089285850525,0.18454866111278534,0.26020774245262146,0.20961737632751465,0.3057720363140106,0.18173986673355103,0.376371294260025,0.23211808502674103,0.1282724142074585,0.15851134061813354,0.21222054958343506,0.464093416929245
LSI,BigBaseline02,Fumage,Arts,0.8608668446540833,0.60552978515625,0.197288379073143,0.3123666048049927,0.16039298474788666,0.12745171785354614,0.32903510332107544,0.18548601865768433,0.285609632730484,0.09010836482048035,0.4167180061340332,0.39958032965660095,0.14313986897468567,0.2420293092727661,0.2311781644821167,0.08749112486839294,0.21791666746139526,0.26406407356262207,0.1458313912153244,0.39134353399276733,0.16393214464187622,0.28032174706459045,0.2287583351135254,0.048984818160533905,0.22368712723255157,0.18776315450668335,0.4679562449455261
LSI,BigBaseline02,Head music,Arts,0.33466899394989014,0.20374715328216553,0.27511608600616455,0.18678788840770721,0.0771840438246727,0.2821296751499176,0.17541953921318054,0.17444898188114166,0.8818838596343994,0.2217932939529419,0.1288508027791977,0.23661823570728302,0.20947960019111633,0.32024258375167847,0.28586986660957336,0.04992586374282837,0.0713261216878891,0.16668882966041565,0.4108668863773346,0.16498661041259766,0.39567989110946655,0.19698739051818848,0.1523311883211136,0.17155814170837402,0.09579387307167053,0.1884385645389557,0.30490511655807495
LSI,BigBaseline02,Hypergraphy,Arts,0.49332231283187866,0.6796131730079651,0.2645833194255829,0.24670040607452393,0.1865082085132599,0.4627106785774231,0.5052674412727356,0.2213972508907318,0.3957759737968445,0.20169174671173096,0.26796022057533264,0.4516972601413727,0.7936931848526001,0.28753262758255005,0.1605565994977951,0.09781521558761597,0.24624234437942505,0.23147720098495483,0.4046054184436798,0.30634358525276184,0.49698346853256226,0.3322902023792267,0.24009698629379272,0.0900832861661911,0.262117862701416,0.20225663483142853,0.7702064514160156
LSI,BigBaseline02,Indian aesthetics,Arts,0.8069665431976318,0.6887235641479492,0.17707766592502594,0.14958538115024567,0.0921534076333046,0.34040993452072144,0.662544310092926,0.13548150658607483,0.2606593072414398,0.09524412453174591,0.11964207887649536,0.3201102316379547,0.2612844705581665,0.24349546432495117,0.15473169088363647,0.1132022961974144,0.11140789836645126,0.2583622336387634,0.2262522280216217,0.29198524355888367,0.2499334067106247,0.20000015199184418,0.19098113477230072,0.03479182347655296,0.11798834800720215,0.12754961848258972,0.5732189416885376
LSI,BigBaseline02,List of cast members of Billy Elliot the Musical,Arts,0.43144920468330383,0.8893731832504272,0.18041758239269257,0.15671150386333466,0.13867150247097015,0.16434118151664734,0.5642379522323608,0.15374398231506348,0.20859315991401672,0.0687384307384491,0.13736668229103088,0.3932498097419739,0.19525782763957977,0.18771952390670776,0.0937451496720314,0.11165552586317062,0.1436842381954193,0.14276091754436493,0.14433863759040833,0.29682737588882446,0.13547982275485992,0.22526705265045166,0.2666884660720825,0.032060325145721436,0.1260654181241989,0.1366320550441742,0.3826172649860382
LSI,BigBaseline02,Lumino kinetic art,Arts,0.803524374961853,0.697828471660614,0.2568662464618683,0.2446456402540207,0.23529919981956482,0.1849559247493744,0.33910754323005676,0.3576997220516205,0.4275401830673218,0.34346070885658264,0.3512943983078003,0.4433130919933319,0.22382301092147827,0.2631659209728241,0.19285082817077637,0.12945929169654846,0.23309393227100372,0.2749914526939392,0.2642227113246918,0.41007131338119507,0.3440414369106293,0.37429702281951904,0.23345161974430084,0.06872762739658356,0.1545405238866806,0.38203945755958557,0.40449780225753784
LSI,BigBaseline02,Moving panorama,Arts,0.8556544780731201,0.3431391716003418,0.196260467171669,0.13607855141162872,0.12332410365343094,0.12859220802783966,0.3186124563217163,0.1602087765932083,0.19231265783309937,0.08496960997581482,0.1164243072271347,0.4949814975261688,0.07168582081794739,0.18586722016334534,0.13487060368061066,0.0877302810549736,0.11286454647779465,0.16677336394786835,0.1262814849615097,0.254073828458786,0.12021194398403168,0.20881149172782898,0.19741703569889069,0.04381540045142174,0.09004408121109009,0.2178206443786621,0.29308420419692993
LSI,BigBaseline02,Paradox of fiction,Arts,0.10521747171878815,0.1234704926609993,0.09034932404756546,0.13541316986083984,0.07333914935588837,0.018309809267520905,0.06807437539100647,0.14703169465065002,0.22464017570018768,0.24070554971694946,0.05936465784907341,0.09134486317634583,0.09885839372873306,0.16716141998767853,0.1288108080625534,0.02088063210248947,0.07353231310844421,0.09410017728805542,0.8571553230285645,0.06389686465263367,0.42676711082458496,0.12922093272209167,0.08106860518455505,0.16454026103019714,0.45520755648612976,0.06666050851345062,0.09661509096622467
LSI,BigBaseline02,Russian cultural property law,Arts,0.2276024967432022,0.2960471212863922,0.2133025974035263,0.21203473210334778,0.9736422300338745,0.23759213089942932,0.1997433304786682,0.3459681272506714,0.23807987570762634,0.06104109808802605,0.435127854347229,0.4527882933616638,0.13676294684410095,0.19375945627689362,0.11927653104066849,0.14990290999412537,0.5507912039756775,0.27496498823165894,0.19416847825050354,0.3501923680305481,0.31462904810905457,0.36256465315818787,0.24465849995613098,0.046402789652347565,0.12939602136611938,0.21996855735778809,0.2680583596229553
LSI,BigBaseline02,Sexual attraction,Arts,0.34517228603363037,0.6380742192268372,0.2403179258108139,0.4405422806739807,0.34167754650115967,0.35163527727127075,0.2977004647254944,0.2476673573255539,0.30812913179397583,0.08944304287433624,0.1610996574163437,0.9009669423103333,0.231751948595047,0.47551965713500977,0.18289491534233093,0.15879122912883759,0.25657278299331665,0.2847703993320465,0.24127916991710663,0.3596537411212921,0.3377692699432373,0.25869545340538025,0.23193809390068054,0.06498797237873077,0.167655348777771,0.16978682577610016,0.4698844850063324
LSI,BigBaseline02,Swiss Art Awards,Arts,0.7532607316970825,0.25295349955558777,0.32215818762779236,0.08833938837051392,0.07182200998067856,0.21122215688228607,0.187843918800354,0.1598115712404251,0.26377254724502563,0.43499237298965454,0.13417918980121613,0.25869637727737427,0.08894787728786469,0.161291241645813,0.17203809320926666,0.0755995362997055,0.08300682157278061,0.2087031602859497,0.34323859214782715,0.24652966856956482,0.17518799006938934,0.39754897356033325,0.15214234590530396,0.0474531352519989,0.07255585491657257,0.5156550407409668,0.2839539349079132
LSI,BigBaseline02,Tenebrism,Arts,0.908939003944397,0.49207478761672974,0.14126235246658325,0.08898751437664032,0.06618613004684448,0.08095899224281311,0.30132776498794556,0.09500528872013092,0.1728486865758896,0.09304462373256683,0.09402149170637131,0.20434841513633728,0.1156466007232666,0.1653275191783905,0.14146743714809418,0.04103699326515198,0.09901528060436249,0.16931870579719543,0.17067977786064148,0.24818307161331177,0.14529132843017578,0.306234210729599,0.15120381116867065,0.038681212812662125,0.08949482440948486,0.15145939588546753,0.3089194893836975
LSI,BigBaseline02,Wearable art,Arts,0.8773462176322937,0.4152957797050476,0.35019201040267944,0.2812391519546509,0.21404385566711426,0.42987149953842163,0.4011839032173157,0.3005724549293518,0.4140790104866028,0.1771816909313202,0.1945875585079193,0.4474489092826843,0.217461496591568,0.28871220350265503,0.2761966288089752,0.36444857716560364,0.19377641379833221,0.2950582504272461,0.20072919130325317,0.3477090895175934,0.2640639841556549,0.3522373139858246,0.3941456079483032,0.08502967655658722,0.14331896603107452,0.27487897872924805,0.6396472454071045
LSI,BigBaseline02,AVANT,Arts,0.8269224166870117,0.5899311900138855,0.5178995728492737,0.3765089213848114,0.44891536235809326,0.3718237280845642,0.5815941095352173,0.48809605836868286,0.5244367718696594,0.1427188366651535,0.461275577545166,0.7396228313446045,0.2245466709136963,0.379215806722641,0.3001193106174469,0.27578604221343994,0.5218532681465149,0.34734082221984863,0.30784642696380615,0.48788392543792725,0.3275308310985565,0.571952223777771,0.5874443054199219,0.10296057909727097,0.27811187505722046,0.44992682337760925,0.5909242630004883
LSI,BigBaseline02,African Arts (journal),Arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LSI,BigBaseline02,Art Jericho,Arts,0.4059443473815918,0.15211763978004456,0.13116446137428284,0.0726383626461029,0.049680810421705246,0.03635907173156738,0.3128202259540558,0.1549164354801178,0.16990545392036438,0.03606703132390976,0.17041242122650146,0.13877400755882263,0.04259200394153595,0.15978370606899261,0.09412357956171036,0.08689262717962265,0.08204668760299683,0.07675737142562866,0.0718800276517868,0.20003126561641693,0.06793870031833649,0.1548038274049759,0.8403295278549194,0.03534894436597824,0.059989072382450104,0.11311213672161102,0.25515738129615784
LSI,BigBaseline02,Art methodology,Arts,0.6742710471153259,0.5551659464836121,0.4228311777114868,0.49638307094573975,0.32743045687675476,0.5594437122344971,0.4740455150604248,0.46187153458595276,0.7027058601379395,0.25090914964675903,0.38453829288482666,0.6471120715141296,0.4111799895763397,0.5694528818130493,0.3906543254852295,0.1888946294784546,0.39049798250198364,0.5380401015281677,0.6607678532600403,0.5109326243400574,0.5961860418319702,0.600540280342102,0.41299429535865784,0.15487274527549744,0.2632266581058502,0.37777796387672424,0.6901594400405884
LSI,BigBaseline02,Artisan,Arts,0.6693556904792786,0.47491347789764404,0.6584610939025879,0.34174275398254395,0.20269490778446198,0.5689154267311096,0.3918338716030121,0.40877607464790344,0.57315993309021,0.20125499367713928,0.33011314272880554,0.5002904534339905,0.3133305013179779,0.40418389439582825,0.279299795627594,0.16872967779636383,0.4412463903427124,0.3904055655002594,0.43685805797576904,0.38409432768821716,0.41101300716400146,0.6873747110366821,0.34887582063674927,0.16372743248939514,0.3280351758003235,0.38791391253471375,0.6249788403511047
LSI,BigBaseline02,Arts in Second Life,Arts,0.7153130769729614,0.8335051536560059,0.3788585066795349,0.23108802735805511,0.20841753482818604,0.25700992345809937,0.8255073428153992,0.28733259439468384,0.3646816909313202,0.18088993430137634,0.30186083912849426,0.5270588994026184,0.25859522819519043,0.36556825041770935,0.23082345724105835,0.24379831552505493,0.24019953608512878,0.25167396664619446,0.25743135809898376,0.4260859787464142,0.23145686089992523,0.44023963809013367,0.4242365062236786,0.10722334682941437,0.20030945539474487,0.28693050146102905,0.6491164565086365
LSI,BigBaseline02,Authenticity in art,Arts,0.6374576687812805,0.899867057800293,0.28151029348373413,0.20816747844219208,0.15741869807243347,0.19223849475383759,0.5911155939102173,0.2636033892631531,0.3395920693874359,0.20695951581001282,0.2626383900642395,0.4304872751235962,0.3212043046951294,0.4551412761211395,0.20313435792922974,0.18431216478347778,0.21574261784553528,0.23723149299621582,0.2692130208015442,0.33735138177871704,0.30410516262054443,0.4136362075805664,0.3074406683444977,0.09510506689548492,0.21298694610595703,0.24570989608764648,0.5800920724868774
LSI,BigBaseline02,5.1 surround sound,Humanities,0.6307841539382935,0.6851274967193604,0.6172208189964294,0.2606135308742523,0.19069790840148926,0.33888742327690125,0.6489248871803284,0.37674063444137573,0.40252983570098877,0.15672940015792847,0.38305360078811646,0.4139459431171417,0.6417087912559509,0.3231430947780609,0.28433430194854736,0.1507190614938736,0.20497934520244598,0.19856910407543182,0.23528964817523956,0.31676578521728516,0.3590485453605652,0.33712637424468994,0.3597524166107178,0.1680196076631546,0.2731970548629761,0.4033573865890503,0.6972561478614807
LSI,BigBaseline02,Administration of justice,Humanities,0.18792065978050232,0.2643339931964874,0.16051071882247925,0.17420530319213867,0.9789043664932251,0.2398066371679306,0.17717474699020386,0.31476956605911255,0.19332164525985718,0.051925141364336014,0.20707041025161743,0.3942740559577942,0.126616969704628,0.15158410370349884,0.07851064205169678,0.13734158873558044,0.3308499753475189,0.26352769136428833,0.17725123465061188,0.35146448016166687,0.320652037858963,0.23121073842048645,0.19393640756607056,0.021343648433685303,0.10478665679693222,0.20132970809936523,0.2080007940530777
