Algorithm,Baseline,originalTitle,originalCategory,Language_50,Reference_50,Religion_50,Science_50,Arts_50,Entertainment_50,Business_50,Society_50,Life_50,People_50,Universe_50,Nature_50,Concepts_50,History_50,Technology_50,Culture_50,Mathematics_50,Sports_50,Politics_50,Geography_50,Humanities_50,World_50,Education_50,Philosophy_50,Law_50,Events_50,Health_50
LSI,BigBaseline01,Antiquarian science books,Science_50,0.2986644,0.85308695,0.25903502,0.20243923,0.20913617,0.3927108,0.3108597,0.23097679,0.34230244,0.16212144,0.1277553,0.6392931,0.21657127,0.20336007,0.14240657,0.083119325,0.15589498,0.19132072,0.18854874,0.29292,0.18210074,0.2861937,0.22729732,0.043504044,0.1175478,0.27032495,0.365667
LSI,BigBaseline01,Apollo's Arrow,Science_50,0.18903565,0.1660384,0.30246478,0.17889689,0.14434372,0.13776347,0.16874206,0.34032685,0.35714567,0.90390986,0.3200457,0.26065648,0.12242001,0.18527938,0.42818037,0.11562411,0.14954855,0.14936964,0.21021599,0.1637575,0.39642578,0.27757138,0.19607344,0.14746566,0.11601836,0.30500013,0.24368688
LSI,BigBaseline01,Aryan race,Science_50,0.4497593,0.6267197,0.3194741,0.30326107,0.3804888,0.2728655,0.31767026,0.28673804,0.39739287,0.13510641,0.6471561,0.63669264,0.5420989,0.35489696,0.25786763,0.14569841,0.72407335,0.43891296,0.40971875,0.45427367,0.32723075,0.7755489,0.33662748,0.09997289,0.37921196,0.3889864,0.64339346
LSI,BigBaseline01,BDORT,Science_50,0.31779793,0.36705527,0.3468437,0.9406831,0.36833662,0.30340105,0.26929277,0.4156751,0.5736085,0.119870394,0.25206482,0.5190369,0.28853634,0.413633,0.23894416,0.15107274,0.23694023,0.26675704,0.24470052,0.28292167,0.332105,0.28202224,0.31248504,0.09853866,0.22584829,0.239491,0.39388984
LSI,BigBaseline01,Body Worlds,Science_50,0.431632,0.51254934,0.3404752,0.46614462,0.5172559,0.34758013,0.38245252,0.3929551,0.52204,0.11402224,0.35668242,0.82797766,0.20513469,0.78461874,0.2664017,0.22446361,0.4221254,0.47148904,0.31643966,0.4605449,0.34557885,0.43712938,0.39269754,0.0926888,0.24200131,0.3011263,0.477445
LSI,BigBaseline01,BrainCraft,Science_50,0.7312729,0.68337125,0.5004779,0.21013762,0.1883803,0.31057128,0.8298737,0.26185703,0.48745453,0.12825254,0.18131243,0.535925,0.18788587,0.36715603,0.28795192,0.19110848,0.21401633,0.2205204,0.3045004,0.35957623,0.30640578,0.35215592,0.3915251,0.206658,0.13341188,0.32293218,0.52888143
LSI,BigBaseline01,Bully for Brontosaurus,Science_50,0.40713054,0.5159148,0.29015893,0.363191,0.84563684,0.49231252,0.3074288,0.4007397,0.4230871,0.13050456,0.22917324,0.61424124,0.5976032,0.3361416,0.20947121,0.18111081,0.41996756,0.3612643,0.3108002,0.4244293,0.47938377,0.37554175,0.32587373,0.064100444,0.23797143,0.21539685,0.5758279
LSI,BigBaseline01,Center for Open Science,Science_50,0.15008926,0.21978837,0.24409929,0.38327312,0.12247755,0.22574255,0.13596533,0.28380474,0.875171,0.08900879,0.1941907,0.26170254,0.12061503,0.235297,0.19348502,0.07141549,0.10194722,0.115851015,0.16979837,0.13475662,0.2127839,0.17023253,0.15922724,0.106370315,0.1378095,0.18193679,0.20857799
LSI,BigBaseline01,Consilience,Science_50,0.377401,0.41054884,0.50080293,0.2993007,0.28833362,0.2327341,0.280237,0.27552062,0.7283724,0.22807825,0.31179276,0.49094746,0.19861396,0.43402943,0.41811576,0.15992127,0.5527971,0.31534085,0.58716106,0.3288838,0.5974888,0.7220465,0.32097974,0.28480887,0.27174887,0.43688643,0.4321958
LSI,BigBaseline01,History and naming of human leukocyte antigens,Science_50,0.12561667,0.119997114,0.4395509,0.6388396,0.06178199,0.079820685,0.098308735,0.11193709,0.32753134,0.059926227,0.15277314,0.16499062,0.111104585,0.6693735,0.23447299,0.06848636,0.06885126,0.09762346,0.12067899,0.100214146,0.16600998,0.12892492,0.13590524,0.0979415,0.626845,0.11772496,0.17115436
LSI,BigBaseline01,History of pseudoscience,Science_50,0.27429336,0.3578924,0.2821005,0.372203,0.23094691,0.47620875,0.2560301,0.21726856,0.9478746,0.118024185,0.20483752,0.42588934,0.27579027,0.2997954,0.3113864,0.14052242,0.262934,0.32589084,0.26399738,0.2911625,0.2791119,0.36284986,0.26317182,0.15307358,0.17474958,0.28122282,0.38015282
LSI,BigBaseline01,How to Build a Dinosaur,Science_50,0.37244606,0.6104096,0.2841409,0.314305,0.12209772,0.16466317,0.47772104,0.16957822,0.7606965,0.19888553,0.31738934,0.37844142,0.20893553,0.57949775,0.40793332,0.124020904,0.15392712,0.31990734,0.24679434,0.293303,0.26384208,0.43217996,0.41538277,0.2539789,0.23103972,0.28373218,0.40813053
LSI,BigBaseline01,Ibn al-Haytham,Science_50,0.40201193,0.40789524,0.47910863,0.24038726,0.21353975,0.20375566,0.3121166,0.26658833,0.7817163,0.48424637,0.24141672,0.36181968,0.20799015,0.34894133,0.5448494,0.18334651,0.26495224,0.284923,0.5166734,0.32655203,0.7186753,0.43286407,0.34450123,0.50364935,0.19612424,0.49982572,0.377609
LSI,BigBaseline01,In the Name of Science,Science_50,0.22506118,0.3890575,0.3829812,0.690022,0.34042245,0.3314384,0.27580577,0.46185753,0.37911224,0.08279878,0.50421995,0.56555223,0.14023335,0.3664732,0.16665214,0.19304663,0.77520376,0.24615274,0.23825131,0.3343565,0.32783604,0.43328586,0.39762238,0.0608826,0.13008592,0.24718505,0.4728744
LSI,BigBaseline01,Ion interaction chromatography,Science_50,0.08818088,0.0978519,0.20523246,0.3025354,0.065317445,0.23678038,0.06097295,0.17085063,0.45274857,0.08679078,0.08246465,0.13922879,0.08553594,0.22076184,0.53814006,0.034376822,0.05176971,0.07178039,0.13160576,0.06527543,0.2630182,0.107064754,0.2199981,0.8981103,0.26524332,0.1583141,0.15708886
LSI,BigBaseline01,List of rectores magnifici of the Eindhoven University of Technology,Science_50,0.12676199,0.22244467,0.17058314,0.19428201,0.24175766,0.6886574,0.1074482,0.16747965,0.75909543,0.07164639,0.08054949,0.22295439,0.18369307,0.15046814,0.110538125,0.08240042,0.28696233,0.1516034,0.18409508,0.16391057,0.1595114,0.33726493,0.12967369,0.050126113,0.08627548,0.1421541,0.30407795
LSI,BigBaseline01,Long-range locator,Science_50,0.30526417,0.28199038,0.63801914,0.40496165,0.26847816,0.16651747,0.3897286,0.4359153,0.63804376,0.22101606,0.75560087,0.3830924,0.174323,0.36795092,0.4158072,0.18507415,0.34423575,0.2099381,0.25574476,0.24721608,0.5644759,0.49297804,0.54335606,0.30797005,0.18390447,0.603104,0.37040085
LSI,BigBaseline01,Neuralgia-inducing cavitational osteonecrosis,Science_50,0.3341205,0.43939263,0.30263704,0.695539,0.16720463,0.20669648,0.24952798,0.21120682,0.6694912,0.1819772,0.22240959,0.45118448,0.675943,0.48814142,0.32125247,0.15610054,0.16156048,0.34176183,0.36236718,0.28647742,0.34716555,0.34478122,0.27490038,0.124516346,0.2570966,0.21849424,0.5233831
LSI,BigBaseline01,Quasi-empirical method,Science_50,0.1644383,0.22344735,0.1567207,0.10383433,0.18065651,0.13852844,0.100449264,0.13126104,0.3690297,0.87130964,0.073247,0.20258167,0.17770366,0.18493718,0.2308191,0.035039637,0.13663678,0.19241184,0.5592587,0.14616388,0.5873454,0.22477292,0.09693071,0.11312139,0.1809918,0.14791799,0.2001827
LSI,BigBaseline01,Scientific Integrity in Policymaking,Science_50,0.37427467,0.5218852,0.42251596,0.78866297,0.5072852,0.5375073,0.36727643,0.48657495,0.6611188,0.1346738,0.35860994,0.75231993,0.45460677,0.4109102,0.23529264,0.19870113,0.5094395,0.37448767,0.3401937,0.38157094,0.4736203,0.40083966,0.38213533,0.09460577,0.34596217,0.26967764,0.59874856
LSI,BigBaseline01,Social studies of finance,Science_50,0.15379038,0.20015603,0.21164629,0.18594751,0.19456032,0.11367658,0.15869239,0.2089561,0.22131689,0.0512072,0.953975,0.25567874,0.10652047,0.1475921,0.17683958,0.09516595,0.19572467,0.11784535,0.14664342,0.1496853,0.13321555,0.49649808,0.20256051,0.08904542,0.09943357,0.2849969,0.25043383
LSI,BigBaseline01,THE GrEEK CAMPUS,Science_50,0.39830947,0.32313016,0.47232267,0.16973683,0.15053436,0.22390854,0.51316077,0.70320415,0.4572326,0.09149608,0.22899704,0.31726184,0.11712749,0.18755513,0.29266396,0.32718447,0.14173092,0.11799857,0.13264552,0.21669291,0.23839778,0.35521922,0.25429508,0.18302977,0.089833125,0.6793289,0.3174032
LSI,BigBaseline01,The Hunting Hypothesis,Science_50,0.5570629,0.77949494,0.5154182,0.37047374,0.39392474,0.42619503,0.5123564,0.344091,0.60857755,0.16343394,0.56734824,0.8427514,0.37272352,0.46948126,0.43023112,0.3153267,0.53239316,0.410892,0.43212762,0.5096742,0.40445632,0.7696497,0.47432095,0.14126514,0.26608196,0.44434273,0.7329245
LSI,BigBaseline01,The World (Descartes),Science_50,0.24231128,0.15688175,0.34898818,0.2010978,0.15096208,0.14242585,0.16962919,0.16650373,0.7635212,0.19901216,0.23900962,0.19859615,0.114659116,0.2667301,0.6728954,0.13501108,0.16575891,0.19801393,0.383463,0.17214768,0.4795337,0.24704143,0.31191415,0.7434741,0.121043846,0.32919806,0.23067017
LSI,BigBaseline01,Theory of forms,Science_50,0.58782786,0.68497574,0.470762,0.4574311,0.34291896,0.44172132,0.47751698,0.44659293,0.6923121,0.28027946,0.43210593,0.6983484,0.38294083,0.52785414,0.500423,0.21935813,0.5564625,0.5696908,0.64620703,0.52066714,0.6894951,0.68067545,0.44836336,0.2673833,0.3002205,0.4216174,0.68181103
LSI,BigBaseline01,University of Valencia Science Park,Science_50,0.4162615,0.3304655,0.69107807,0.24697942,0.17444137,0.30068684,0.4878825,0.3307572,0.7053271,0.15357268,0.34407312,0.36638907,0.16709793,0.32646504,0.55254734,0.21046594,0.19388697,0.16806787,0.21671267,0.29726228,0.42365962,0.4965607,0.34848538,0.4402662,0.13787737,0.7414156,0.3731892
LSI,BigBaseline01,A. W. Mellon lectures,Arts_50,0.35743815,0.7519028,0.31098932,0.24997905,0.21539639,0.673671,0.3203397,0.32003713,0.49174476,0.17717084,0.19572873,0.57222813,0.7869367,0.30886626,0.21706949,0.16085824,0.23274705,0.2801823,0.38650697,0.3278464,0.36680838,0.37369326,0.2757689,0.104079664,0.34683496,0.22751227,0.6329907
LSI,BigBaseline01,"Arts District (Portland, Maine)",Arts_50,0.4959088,0.440524,0.6146652,0.428246,0.43745556,0.3458643,0.5768745,0.39331242,0.48598662,0.12153098,0.78605855,0.65066427,0.1926403,0.3934346,0.48547542,0.30622122,0.44136968,0.33959007,0.26045698,0.45045647,0.3633983,0.7256381,0.6006776,0.12999968,0.18424882,0.5776205,0.56632596
LSI,BigBaseline01,Arts and Crafts movement,Arts_50,0.8791984,0.5784723,0.45199233,0.29473227,0.30084932,0.4477465,0.41389018,0.38777807,0.4764549,0.23458068,0.3472964,0.63862115,0.28854513,0.38934535,0.28996447,0.17496797,0.47156802,0.4024384,0.3765235,0.44580123,0.32284844,0.68130636,0.37162575,0.1235852,0.24090366,0.39888203,0.5868258
LSI,BigBaseline01,Benda Bilili!,Arts_50,0.57466066,0.625735,0.55500776,0.64109695,0.2824591,0.5316632,0.5705511,0.45494443,0.49212104,0.16978039,0.553063,0.5312343,0.26142305,0.3994984,0.25616255,0.28558123,0.41374555,0.37579986,0.24485014,0.50271654,0.36361444,0.45242092,0.4683535,0.10129267,0.37150332,0.42616123,0.61313736
LSI,BigBaseline01,Biomechanical art,Arts_50,0.5229714,0.53602767,0.78761435,0.40602946,0.3057972,0.29183537,0.41465864,0.32277006,0.47034696,0.25127277,0.26592886,0.5065,0.2498796,0.5528938,0.38096318,0.31083167,0.2360015,0.33098182,0.3449351,0.3673282,0.49523845,0.5979138,0.36602873,0.16762233,0.16270699,0.32184678,0.5753625
LSI,BigBaseline01,China International Gallery Exposition,Arts_50,0.64140844,0.72264564,0.435571,0.18309234,0.14547992,0.25479233,0.5761854,0.2612537,0.593909,0.36576048,0.13282038,0.44926435,0.25947356,0.33355272,0.3708406,0.08881428,0.18008888,0.2610915,0.5091592,0.30156735,0.4523625,0.37734443,0.2940262,0.32136026,0.37883803,0.38452893,0.574021
LSI,BigBaseline01,Cliché verre,Arts_50,0.9389946,0.4915074,0.32530883,0.13502832,0.13379394,0.13088089,0.33127272,0.16092162,0.24675116,0.14674546,0.14354931,0.28481507,0.18665701,0.1962936,0.20792043,0.0969254,0.116225705,0.18655498,0.17578918,0.25370598,0.21832545,0.257548,0.20095286,0.08181265,0.15802194,0.23787452,0.34235945
LSI,BigBaseline01,Conté,Arts_50,0.800039,0.50884295,0.29298857,0.29991016,0.088744126,0.3785327,0.30524683,0.16671264,0.38258907,0.18773907,0.15896963,0.2679084,0.2620384,0.24590342,0.48187184,0.14656235,0.10744324,0.17780024,0.19543281,0.23120157,0.20091279,0.39536136,0.24907917,0.38263255,0.1290985,0.23131986,0.43973732
LSI,BigBaseline01,Dedication (art),Arts_50,0.6604493,0.7495669,0.28441173,0.26626113,0.23114558,0.3019191,0.56683403,0.22484133,0.36430568,0.115425676,0.13866623,0.70930654,0.23880863,0.34497684,0.23970701,0.1558932,0.23681809,0.35133827,0.27315626,0.62844265,0.24216503,0.35239407,0.3338734,0.07674184,0.34734738,0.21276546,0.75855786
LSI,BigBaseline01,Fiction,Arts_50,0.44625163,0.39416957,0.23117281,0.12879132,0.11529523,0.12855738,0.9346198,0.14233017,0.34754372,0.14212757,0.10515099,0.28840968,0.16338718,0.23717809,0.1536427,0.12032632,0.12532683,0.15286027,0.16143388,0.25069663,0.20406953,0.19597115,0.23694345,0.086705886,0.11906118,0.16511607,0.43249017
LSI,BigBaseline01,First Things First 1964 manifesto,Arts_50,0.6779635,0.59449,0.320184,0.24872857,0.37422806,0.31958455,0.36342257,0.5911348,0.47405723,0.106913105,0.27601933,0.52294165,0.21861012,0.5380609,0.20667264,0.10895706,0.56945074,0.37266523,0.31539738,0.3952604,0.33793053,0.57176906,0.27071553,0.06147235,0.5073202,0.27612057,0.5079506
LSI,BigBaseline01,Frame story,Arts_50,0.82077545,0.7831141,0.37418896,0.28439018,0.3635225,0.25587007,0.79648304,0.27336597,0.39057815,0.1274014,0.34375742,0.57445717,0.3122184,0.5088167,0.2669201,0.24697047,0.32131585,0.35424408,0.31423354,0.5059232,0.3105716,0.4683937,0.48624626,0.11611166,0.22510187,0.3039211,0.7164273
LSI,BigBaseline01,Gabriel Villa,Arts_50,0.7761661,0.24414283,0.32123756,0.10553536,0.12421117,0.13877343,0.4246165,0.17025699,0.19517934,0.062820055,0.22346762,0.24799076,0.12706077,0.1939455,0.1657169,0.6354042,0.15958838,0.14423731,0.12571357,0.23879848,0.18326324,0.2882464,0.30789053,0.046893254,0.12088415,0.25389677,0.2909673
