number of most frequent words:,50,number of articles per category:,50
 ,Language_50,Reference_50,Religion_50,Science_50,Arts_50,Entertainment_50,Business_50,Society_50,Life_50,People_50,Universe_50,Nature_50,Concepts_50,History_50,Technology_50,Culture_50,Mathematics_50,Sports_50,Politics_50,Geography_50,Humanities_50,World_50,Education_50,Philosophy_50,Law_50,Events_50,Health_50
Universe_50,0.44055299539170506,0.3987682832948422,0.36289726533628974,0.4110429447852761,0.35428571428571426,0.3506311360448808,0.5231707317073171,0.40402588066139467,0.4208,0.3547008547008547,1.0,0.4929906542056075,0.5111111111111111,0.4007905138339921,0.45786726323639076,0.3750943396226415,0.4885114885114885,0.3773303504847129,0.41818181818181815,0.5204081632653061,0.3624031007751938,0.3955965909090909,0.4394580863674852,0.4246305418719212,0.3841897233201581,0.3823286540049546,0.39807976366322007
Nature_50,0.4682027649769585,0.44341801385681295,0.3991130820399113,0.4567143830947512,0.3842857142857143,0.3800841514726508,0.5390243902439025,0.4485981308411215,0.4624,0.3888888888888889,0.5774134790528234,1.0,0.5315555555555556,0.4434782608695652,0.4690529455630127,0.4241509433962264,0.5094905094905094,0.4190902311707681,0.44415584415584414,0.5538033395176253,0.4127906976744186,0.44176136363636365,0.4877222692633362,0.45615763546798027,0.41739130434782606,0.435177539223782,0.4298375184638109
Concepts_50,0.47649769585253454,0.45265588914549654,0.3946784922394678,0.44785276073619634,0.39071428571428574,0.3814866760168303,0.5707317073170731,0.43206326383896476,0.4584,0.3767806267806268,0.52367941712204,0.4657320872274143,1.0,0.433201581027668,0.46607009694258017,0.41660377358490563,0.5104895104895105,0.4034302759134974,0.4484848484848485,0.4777365491651206,0.4095607235142119,0.4119318181818182,0.4877222692633362,0.4857142857142857,0.4276679841897233,0.4227910817506193,0.4261447562776957
History_50,0.5087557603686635,0.4703618167821401,0.4663710273466371,0.46966598500340834,0.45357142857142857,0.44039270687237025,0.5756097560975609,0.4895758447160316,0.4752,0.46153846153846156,0.46174863387978143,0.4369158878504673,0.4871111111111111,1.0,0.48471290082028334,0.4958490566037736,0.4595404595404595,0.4526472781506339,0.5246753246753246,0.4972170686456401,0.44896640826873385,0.48295454545454547,0.5139712108382727,0.5073891625615764,0.4932806324110672,0.47233691164327,0.4423929098966027
Technology_50,0.5447004608294931,0.5003849114703618,0.43089430894308944,0.49352419904567146,0.4421428571428571,0.4628330995792426,0.6560975609756098,0.5204888569374551,0.4984,0.4373219373219373,0.5591985428051002,0.4898753894080997,0.5555555555555556,0.5138339920948617,1.0,0.4739622641509434,0.5554445554445554,0.49142431021625654,0.5307359307359307,0.5333951762523191,0.4476744186046512,0.48082386363636365,0.5571549534292972,0.5054187192118227,0.49407114624505927,0.4797687861271676,0.4881831610044313
Culture_50,0.5235023041474655,0.4857582755966128,0.4826311899482631,0.4703476482617587,0.4757142857142857,0.4691444600280505,0.5621951219512196,0.4974838245866283,0.4992,0.4686609686609687,0.45264116575591984,0.43769470404984423,0.49066666666666664,0.5193675889328063,0.46830723340790453,1.0,0.4825174825174825,0.4601043997017151,0.5264069264069264,0.47680890538033394,0.4786821705426357,0.4914772727272727,0.5232853513971211,0.5241379310344828,0.49881422924901186,0.4772914946325351,0.4601181683899557
Mathematics_50,0.41382488479262675,0.39107005388760585,0.336289726533629,0.38513974096796183,0.34285714285714286,0.33099579242636745,0.5048780487804878,0.3795830337886413,0.396,0.32549857549857547,0.4453551912568306,0.397196261682243,0.45422222222222225,0.36363636363636365,0.4146159582401193,0.36452830188679247,1.0,0.36092468307233405,0.38614718614718613,0.40816326530612246,0.3372093023255814,0.34019886363636365,0.42675698560541914,0.3980295566502463,0.36996047430830037,0.35590421139554085,0.3552437223042836
Sports_50,0.4930875576036866,0.47113163972286376,0.43015521064301554,0.45194274028629855,0.44142857142857145,0.46774193548387094,0.5853658536585366,0.4931703810208483,0.4824,0.4351851851851852,0.46083788706739526,0.43769470404984423,0.48088888888888887,0.4798418972332016,0.49142431021625654,0.4656603773584906,0.4835164835164835,1.0,0.48744588744588746,0.4601113172541744,0.42054263565891475,0.4659090909090909,0.5215918712955123,0.470935960591133,0.48695652173913045,0.5053674649050371,0.4630723781388479
Politics_50,0.48847926267281105,0.4334103156274057,0.4515890613451589,0.4328561690524881,0.415,0.40813464235624125,0.5719512195121951,0.5003594536304816,0.4328,0.43874643874643876,0.43989071038251365,0.39953271028037385,0.46044444444444443,0.4790513833992095,0.4571215510812826,0.4588679245283019,0.44555444555444557,0.4198359433258762,1.0,0.4137291280148423,0.42764857881136953,0.4772727272727273,0.502116850127011,0.48472906403940885,0.5312252964426878,0.44838976052848883,0.45125553914327915
Geography_50,0.4147465437788018,0.4110854503464203,0.36363636363636365,0.39809134287661896,0.3557142857142857,0.3555399719495091,0.4841463414634146,0.3946800862688713,0.3992,0.36894586894586895,0.5109289617486339,0.4649532710280374,0.4577777777777778,0.42371541501976284,0.42878448918717377,0.3879245283018868,0.43956043956043955,0.3698732289336316,0.38614718614718613,1.0,0.36563307493540054,0.4012784090909091,0.4225232853513971,0.40295566502463054,0.3841897233201581,0.4004954582989265,0.38847858197932056
Humanities_50,0.5769585253456221,0.5373364126250962,0.5254988913525499,0.520109066121336,0.5314285714285715,0.5105189340813464,0.6158536585365854,0.5434938892882818,0.5464,0.5156695156695157,0.5109289617486339,0.4976635514018692,0.5635555555555556,0.549407114624506,0.5167785234899329,0.5592452830188679,0.5214785214785215,0.4854586129753915,0.5731601731601732,0.5250463821892394,1.0,0.5262784090909091,0.5876375952582558,0.5724137931034483,0.5770750988142292,0.5144508670520231,0.4985228951255539
World_50,0.5152073732718894,0.4926866820631255,0.4878048780487805,0.4948875255623722,0.4521428571428571,0.4579242636746143,0.6292682926829268,0.5355859094176851,0.508,0.4757834757834758,0.5072859744990893,0.48442367601246106,0.5155555555555555,0.5375494071146245,0.5048471290082028,0.5222641509433962,0.4785214785214785,0.4891871737509321,0.5818181818181818,0.5241187384044527,0.4786821705426357,1.0,0.5639288738357324,0.5261083743842364,0.5399209486166008,0.5177539223781998,0.5088626292466765
Education_50,0.5152073732718894,0.47575057736720555,0.44789356984478934,0.46898432174505794,0.43714285714285717,0.4424964936886395,0.6402439024390244,0.49388928828181167,0.484,0.4202279202279202,0.4726775956284153,0.4485981308411215,0.512,0.4798418972332016,0.4906785980611484,0.46641509433962264,0.5034965034965035,0.459358687546607,0.5134199134199134,0.46289424860853434,0.4483204134366925,0.47301136363636365,1.0,0.496551724137931,0.509090909090909,0.45664739884393063,0.4638109305760709
Philosophy_50,0.41566820276497696,0.38414164742109314,0.4109386548410939,0.39536468984321743,0.38357142857142856,0.3702664796633941,0.45,0.404744787922358,0.4288,0.37535612535612534,0.3925318761384335,0.3605919003115265,0.43822222222222224,0.40711462450592883,0.3825503355704698,0.40150943396226413,0.4035964035964036,0.3564504101416853,0.42597402597402595,0.37940630797773656,0.37532299741602065,0.37926136363636365,0.42675698560541914,1.0,0.416600790513834,0.38810900082576383,0.3759231905465288
Law_50,0.5050691244239631,0.4649730561970747,0.4789356984478936,0.45194274028629855,0.43785714285714283,0.44039270687237025,0.5963414634146341,0.5082674335010784,0.4792,0.46296296296296297,0.4426229508196721,0.411214953271028,0.48088888888888887,0.4932806324110672,0.46607009694258017,0.4762264150943396,0.4675324675324675,0.459358687546607,0.5818181818181818,0.45083487940630795,0.47093023255813954,0.4850852272727273,0.5453005927180355,0.5192118226600986,1.0,0.4591246903385632,0.46971935007385524
Events_50,0.45069124423963136,0.43494996150885296,0.4050258684405026,0.4267211997273347,0.4328571428571429,0.44460028050490885,0.5341463414634147,0.4651329978432782,0.444,0.41096866096866097,0.4216757741347905,0.4104361370716511,0.45511111111111113,0.45217391304347826,0.4332587621178225,0.4362264150943396,0.4305694305694306,0.4563758389261745,0.4701298701298701,0.44990723562152135,0.4024547803617571,0.4453125,0.46824724809483487,0.4630541871921182,0.43952569169960476,1.0,0.4468242245199409
Health_50,0.4967741935483871,0.47113163972286376,0.4567627494456763,0.46353101567825494,0.42642857142857143,0.43338008415147267,0.6207317073170732,0.5017972681524083,0.4904,0.44373219373219375,0.49089253187613846,0.4532710280373832,0.5128888888888888,0.4735177865612648,0.4929157345264728,0.470188679245283,0.4805194805194805,0.46756152125279643,0.529004329004329,0.48794063079777367,0.436046511627907,0.4893465909090909,0.5317527519051651,0.5014778325123153,0.5027667984189723,0.4995871180842279,1.0
